id;rang;sex;age;type;familyStatus;age0;entrance;year_0;year_1;year_2;year_3;year_4;year_5;year_6;year_7;year_8;year_9;year_10;year_11;year_12;year_13;year_14;year_15;year_16;year_17;year_18;year_19;year_20;year_21;year_22;year_23;year_24;year_25;year_26;year_27;year_28;year_29;year_30;year_31;year_32;year_33;year_34;year_35;year_36;year_37;year_38;year_39;year_40;year_41;year_42;year_43;year_44;year_45;year_46;year_47;year_48;year_49;year_50;year_51;year_52;year_53;year_54;year_55;year_56;year_57;year_58;year_59
id63;1;female;98;active;married;39;0;0;0,0016143703699435183;0,0017561455952769776;0,0019281367389783145;0,002027691299360956;0,002106208534732989;0,0022760016529708212;0,002475311083025803;0,0026837160307957545;0,0029011477585666723;0,0031373126219611195;0,0033514552711954347;0,0034730847587091996;0,0036834911125610023;0,00401163547155775;0,004316610371294127;0,004658438701276995;0,004897536830654017;0,005191865924199078;0,005579664392757846;0,005961309359937455;0,0063661244189331286;0,006841069025359967;0,0072108611647389975;0,007781513128075177;0,008471981463575657;0,00929616415688881;0,010064016504311492;0,01095684445321922;0,011993739587438145;0,01309157671452596;0,014279075126178724;0,015587623604368432;0,016999938198469414;0,018285393756632545;0,019825339947973964;0,021419287415296532;0,02312222675162059;0,024551843324183285;0,025848688890261838;0,02697606636628162;0,027353448751776612;0,027191758355158573;0,02661890910434048;0,025287960670840583;0,02347295419078867;0,021353370899357228;0,018836804115027223;0,01605350653480763;0,01316330388668137;0,010323668791607224;0,007678341719902364;0,005496136051513478;0,0036849001302750946;0,002403797925532563;0,00143751982830031;0,0007805331905712025;0,00045018827588833493;0,0002390853728381018;0,00011815633528252364
id64;1;male;97;active;married;38;0;0;0,0014786427544681258;0,0016102492398322584;0,001751662544406374;0,0019232146327989824;0,0020225150524316787;0,002100831850686574;0,002270191524688014;0,0024689921618978403;0,0026768650979797797;0,0028937417706919938;0,0031293037574802564;0,0033428997479451254;0,003464218742307663;0,003674087975324865;0,004001394654428647;0,004305591020771521;0,004646546738713309;0,004885034503505558;0,005178612240043199;0,005565420744975508;0,00594609145705521;0,00634987311283674;0,006823605290842462;0,007192453432766589;0,007761648647990351;0,008450354370709231;0,009272433108091433;0,010038325298483931;0,010928874055322155;0,011963122225845882;0,013058156817824074;0,014242623808959931;0,015547831852614966;0,01695654112026256;0,018238715195002763;0,019774730244682383;0,02136460871704218;0,023063200826294164;0,024489167904283345;0,025782702910770658;0,026907202441710628;0,027283621453532955;0,027122343816697064;0,026550956923179818;0,025223406106340857;0,023413032935965788;0,021298860471373263;0,01878871792484208;0,01601252548708546;0,013129700886390316;0,010297314750980682;0,007658740613579069;0,00548210563309204;0,0036754933961287064;0,002397661561661709;0,0014338501584647877;0,0007785406621561686;0,00044903904489770115;0,00023847504081794737
id65;1;female;94;active;married;35;0;0;0,0005478257416753821;0,0005777232309399097;0,0006176460053996132;0,0006372115064049358;0,0006566729085991352;0,0007163990058254542;0,0008061246195090338;0,0008954861463064111;0,000914129570082229;0,0009827114204885527;0,0010508604062867246;0,0011385961271760893;0,0012059280667840201;0,001302565634356814;0,0014282033698012943;0,0015528451748300458;0,0016862497173849255;0,001847851882948119;0,0019393328822538032;0,002010328271361969;0,002167751983157921;0,0023520759671085602;0,0025435012508453624;0,002741565967106482;0,002955732956764831;0,0031473717207500264;0,0032502787298490867;0,003434316209012385;0,003725234164428202;0,003990710681176179;0,004285970126706034;0,004481682209838291;0,0047224970449823;0,005040455935423762;0,005344033134905531;0,005656828413578273;0,00601728665352804;0,006269127469004652;0,006675267374652399;0,007155905982827144;0,007712611094129395;0,008179312062690527;0,008694563991639882;0,009257028719246704;0,00978243313074437;0,01027632470874103;0,010739382736821347;0,01113291228859099;0,011300353206271381;0,011471452808730317;0,011498780559286055;0,0114101849097112;0,01101975926338503;0,010425163427846378;0,00964776749065319;0,008554566420806849;0,007325141232550449;0,006083669170547195;0,004838607201487265
id66;1;male;98;active;married;39;0;0;0,00046471894024577873;0,0004540523607102121;0,00044336527230630325;0,00045277055644181587;0,0004922199860862742;0,0005013796817029498;0,0005304303900613033;0,0005493186434395052;0,0005381788062309227;0,0005667610216029289;0,0006049983564151473;0,0006231116231642309;0,0006409673896779559;0,0006978538113184962;0,0007835630650028545;0,0008685334815279753;0,000884591821822036;0,0009485668541218959;0,0010116123582193937;0,0010927839730037346;0,0011536808106169787;0,0012418754698302259;0,001356628077682771;0,0014691653134390331;0,0015885544792282253;0,001732674543516127;0,001809415414107756;0,0018650903623968565;0,0019983094452857993;0,0021525865783863884;0,002309025118328793;0,0024662210362761407;0,0026309522024591013;0,0027677326814013947;0,0028187885767980004;0,002931024705078836;0,003120821644362527;0,003273212583060977;0,0034295378063270987;0,0034845592674946145;0,003550485024625755;0,0036453775901994167;0,0036946590541680896;0,0037109434063339703;0,0037178150165940254;0,00361848528485883;0,0035652502704158514;0,0035023810597215347;0,0034222817065765543;0,0032478962495945626;0,0030467758255090156;0,0028200481113356637;0,002550605914253466;0,0022562158182731747;0,001956580838177047;0,001654819564907482;0,0013520145145379271;0,0010810816956192692;0,0008450026625648617
id67;1;female;116;retired;married;57;0;0;0,004253067825820247;0,004569308396292006;0,004922732651379762;0,005165888890084796;0,005465652714404629;0,005861602842631564;0,006248565437086848;0,00665573609967998;0,0071326750602202175;0,007495206577958035;0,008059591748315624;0,00873766667237074;0,009541826025689667;0,010271321766323246;0,011108776466400405;0,012068267277296511;0,01305999868054668;0,014102330472489984;0,015216005168171606;0,016377383497855977;0,017347749225756215;0,01847489661301889;0,019542980490303778;0,020587208217542174;0,021241885838223538;0,02162810075434056;0,021733998438609566;0,02113032201329492;0,020032591213242933;0,018611209879453815;0,01669696518819784;0,014533265949099622;0,012299239107151267;0,010012260629394587;0,0078028524394063905;0,005799108131056141;0,004098039453346424;0,002725187996847994;0,0017390934291891236;0,0010288767746251984;0,0005927359424962482;0,0003192642377730252;0,0001538057695849511;7,725420352971743e-05;3,538068173608724e-05;1,4777508299772343e-05;5,633528793714718e-06;1,9714215021664565e-06;6,189412871629085e-07;1,8472455512231244e-07;4,629516628374003e-08;1,0946640303544439e-08;1,8244400505907397e-09;0,0;0,0;0,0;0,0;0,0;0,0
id68;1;male;115;retired;married;56;0;0;0,004254609372900046;0,004572841769519012;0,004928057414081789;0,005173434419981489;0,005476345237213504;0,005876030294464752;0,0062673749099135135;0,0066801050639611215;0,007162734133407281;0,0075329378895580635;0,008108269304003756;0,008801148287884133;0,009622800000866162;0,010373503118571822;0,011238834344522485;0,012233492716756236;0,013268631263981727;0,014365515739803618;0,015547831554708817;0,016788933984382838;0,01785694005798482;0,019109197706513963;0,020332778373277852;0,021556816039664077;0,02240941440458524;0,023020321848758966;0,023346346287633664;0,02292867872102068;0,02199472193389854;0,020688429671890562;0,01881876712319113;0,01664833387797546;0,014346132143401186;0,011912430215147176;0,009485227559534154;0,007211108309825172;0,005210002337585432;0,0035552168103035403;0,0023208909186314;0,0014173774593923482;0,0008345962130912627;0,0004506495415904804;0,00022615043570291789;0,00011838788103836011;5,6520123722789115e-05;2,4619846981711745e-05;9,796028177201994e-06;3,561190845614648e-06;1,1803647387537024e-06;3,617393283637261e-07;9,878004258519828e-08;2,5433022458717718e-08;5,449933384010939e-09;9,0832223066849e-10;0,0;0,0;0,0;0,0;0,0
id69;1;male;119;retired;married;60;0;0;0,0042484039627960785;0,004558908597956663;0,004904768749921039;0,00513908595409933;0,005428057509152672;0,0058111226442137875;0,006182278244280133;0,00656956171827725;0,007019000432981384;0,007350506240030054;0,007873406978293187;0,008498337089373186;0,00923282049895328;0,00987973618834042;0,01061231051623415;0,011437339405969513;0,012266696257509951;0,013108161863641544;0,013972055359572045;0,014817565088781083;0,01542951258778454;0,016110688028316816;0,016658496077955345;0,01710607282449771;0,017159730151326803;0,016937426664384234;0,016447316360394825;0,015395039841835618;0,013988966220922562;0,012385668093623823;0,01052610688884927;0,008633892770359053;0,006853894964205532;0,005221530107440601;0,003791785586836108;0,0026257935734930013;0,0017124390956407335;0,001055091059677394;0,0006365896086965968;0,0003528558736859323;0,00018677780581180411;8,889268678174163e-05;3,779453882249345e-05;1,6729931525411846e-05;6,775781435104357e-06;2,472360335718708e-06;8,36930668941205e-07;2,479537334539504e-07;6,389844111418329e-08;1,2501868913644557e-08;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id70;1;male;122;retired;married;63;0;0;0,004241840556523504;0,004544132709403243;0,0048803380150198965;0,0051031909727102835;0,005377401422104456;0,005739454076313599;0,006085130621722189;0,006441303587071005;0,0068517492969681956;0,007138514782767024;0,007600977180392884;0,008148269578990218;0,008782177197924635;0,009313599119025608;0,009900304929338024;0,010540770894124637;0,01113903710851421;0,011701420366478662;0,012228694152994147;0,012676797423609137;0,01286745863954567;0,01306228591774625;0,013093403414126153;0,012992521535857475;0,012547952612725774;0,011870899676292457;0,010985696365759409;0,009740892836684915;0,008340973960562933;0,006927337579612215;0,005509613452046109;0,004210995159844755;0,00311475960087413;0,0021899010908551808;0,0014734145740683668;0,0009646836686159458;0,0005894362429440234;0,00033368882567593627;0,00017789470369129493;8,70244903686298e-05;4,059616672281792e-05;1,7086257175344614e-05;6,34639823071627e-06;2,4945421234695417e-06;8,553389824775945e-07;2,561770918286452e-07;5,6849612459211314e-08;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id71;1;male;115;retired;married;56;0;0;0,004254609372900046;0,004572841769519012;0,004928057414081789;0,005173434419981489;0,005476345237213504;0,005876030294464752;0,0062673749099135135;0,0066801050639611215;0,007162734133407281;0,0075329378895580635;0,008108269304003756;0,008801148287884133;0,009622800000866162;0,010373503118571822;0,011238834344522485;0,012233492716756236;0,013268631263981727;0,014365515739803618;0,015547831554708817;0,016788933984382838;0,01785694005798482;0,019109197706513963;0,020332778373277852;0,021556816039664077;0,02240941440458524;0,023020321848758966;0,023346346287633664;0,02292867872102068;0,02199472193389854;0,020688429671890562;0,01881876712319113;0,01664833387797546;0,014346132143401186;0,011912430215147176;0,009485227559534154;0,007211108309825172;0,005210002337585432;0,0035552168103035403;0,0023208909186314;0,0014173774593923482;0,0008345962130912627;0,0004506495415904804;0,00022615043570291789;0,00011838788103836011;5,6520123722789115e-05;2,4619846981711745e-05;9,796028177201994e-06;3,561190845614648e-06;1,1803647387537024e-06;3,617393283637261e-07;9,878004258519828e-08;2,5433022458717718e-08;5,449933384010939e-09;9,0832223066849e-10;0,0;0,0;0,0;0,0;0,0
id72;1;male;133;retired;married;74;0;0;0,0041766622580589685;0,004394849865554519;0,004623711507823404;0,004720625210841118;0,004838211421844302;0,0049994347761076734;0,0051050856609358266;0,0051733107594638065;0,0052306817545197965;0,005142697189516935;0,005126991497666676;0,0050992645653936235;0,005051968231656101;0,004873050729996632;0,0046546637366053885;0,004394565781178586;0,004060962243033177;0,003674622081055321;0,0032579979572509724;0,0028275578497913728;0,002363221329540167;0,0019506165336101707;0,0015583480183657197;0,0012207960721259518;0,0009414288747606728;0,0006938746696786296;0,0004887608872263871;0,0003227742903677658;0,00020166343384140395;0,00011976999988588009;6,7042291682913e-05;3,5052202577626314e-05;1,7669156616464812e-05;8,020554319158882e-06;3,270414997588785e-06;1,0117888612945063e-06;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id73;1;female;126;retired;married;67;0;0;0,004229067055925162;0,004514239239316631;0,004827695767369312;0,005023581868933637;0,0052638584258174245;0,00558265314072694;0,005875257947796139;0,006165943982060413;0,006494012684257539;0,006690313625965206;0,007031162403419571;0,007423231199574627;0,00785765660063759;0,008158303064989006;0,008461694325304503;0,008754847091951663;0,008960876236161073;0,009083550915261493;0,009121226640997626;0,009053631225163226;0,008758539571510815;0,008422159437938885;0,007946604276282491;0,007367280077153572;0,0065969906850889765;0,005749411320259647;0,004881599386103497;0,003947588814943867;0,0030790196116222647;0,0023082385797405028;0,0016576090529111139;0,0011709185480612743;0,000786092204962904;0,0004968330598778955;0,0002946382917679571;0,00016343823934406073;8,444246048916929e-05;4,0554128751980206e-05;1,811033833821808e-05;7,537339423621275e-06;2,865481165965416e-06;9,376874469754945e-07;2,2235334156049168e-07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id74;1;female;131;retired;married;72;0;0;0,013831472699839668;0,014992348593686939;0,016181565748858633;0,017419249981799955;0,01873396860865214;0,020081139688140064;0,02116851741387554;0,022412166082924886;0,02355653361554222;0,02463019007405904;0,02518881907899881;0,025412467510546072;0,025279848202860767;0,024290279511057427;0,022745314802897314;0,020841488072954748;0,018396606943793466;0,015725859184060297;0,013047213381224127;0,010395503512995927;0,007919911449414003;0,00575714499727162;0,003964735830144055;0,0025773440485397873;0,0015933401498978176;0,0009222654952425126;0,0005300054641669704;0,0002740521515747154;0,00012667626295380832;6,10369686000494e-05;2,6803394795267676e-05;1,0726040895131759e-05;3,936157818314556e-06;1,304729432156777e-06;3,989202650662128e-07;1,0926946390944093e-07;2,5149321058522117e-08;4,625162493521308e-09;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id75;1;female;129;retired;married;70;0;0;0,015573188062529575;0,01692402629088867;0,018364378397140092;0,019928388442475617;0,021585609670938463;0,023033379432692853;0,02475018089070483;0,026462397098451666;0,02822036082592284;0,029524984943769664;0,03055771295313101;0,03126683692147249;0,030990625274957835;0,03003055839633793;0,028581228542762866;0,026321831644700516;0,02361002362423133;0,020678279500639305;0,0174835238399812;0,01419998861290873;0,011029819299459346;0,008151748053083085;0,005687218213660474;0,0038097490628652086;0,0023800679448367484;0,0014466737001624218;0,000798410240971325;0,0004016595587345083;0,00021903023417833183;0,00010898337429478867;4,948735869276651e-05;2,0535542550431125e-05;7,79178165308235e-06;2,682897031020796e-06;8,680295696335579e-07;2,4339537752261846e-07;6,82815787322366e-08;1,593236837085521e-08;3,4140789366118307e-09;5,690131561019717e-10;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id76;1;female;142;retired;married;83;0;0;0,016426797676333038;0,016651681056092226;0,016720747016570402;0,016596833217239208;0,016055880439545298;0,015439238913549706;0,01456746608480097;0,013505467106431938;0,012093396717086676;0,010539640770262995;0,008948795110999936;0,007236596183613735;0,005644362322232985;0,004231390674172237;0,0030386770022274253;0,002146491211076968;0,0014410396110325254;0,0009107788053798702;0,0005401216888858744;0,0002996098617506586;0,000154797273970786;7,434255874000727e-05;3,319930505582965e-05;1,3817214574399557e-05;5,2529103313251815e-06;1,718939260978188e-06;4,076111820104284e-07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id77;1;female;142;retired;married;83;0;0;0,01847378401502925;0,018769896915473008;0,018862663396430692;0,018501741815806435;0,01808249310552759;0,017372625683825853;0,01642868101204835;0,015030295699919441;0,013399589230677529;0,01163191479042183;0,009652255882525582;0,007701433390644526;0,005959778883585056;0,00437446101323198;0,003097723416098198;0,0021663348431301068;0,001426996500519643;0,000882172241976763;0,0005103464592917033;0,00027520586182529683;0,00013730239991072293;6,473223928982908e-05;2,7664094854758754e-05;1,145930852913427e-05;4,083217579529519e-06;1,244894506083437e-06;3,20778737861412e-07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id78;1;female;138;retired;married;79;0;0;0,02154817394973076;0,022706269515962024;0,02346771866398553;0,024287185184561702;0,024883565131224413;0,02529493143704635;0,025077556092227428;0,0244484094679326;0,02341518121360388;0,021564002058661467;0,019243547790368232;0,016703493713495676;0,013894071158844109;0,011140942740165085;0,008650311864409614;0,006422206512253925;0,004558983914647924;0,0030584017001984106;0,0019514439909236957;0,001199381613624557;0,0006946896795267946;0,00036946076625686254;0,0001876050245355462;8,561266160370136e-05;3,487511485507981e-05;1,4860537146608539e-05;5,700969513269948e-06;2,025800959168628e-06;6,29378677369701e-07;1,712417385374587e-07;3,432296284410936e-08;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id79;1;female;136;retired;married;77;0;0;0,024690200773402657;0,02602715548722256;0,027556248746234066;0,02896327367498214;0,030283357790431863;0,030970204379022405;0,031245185020724712;0,03108212667921466;0,029865430313413873;0,02796586238924752;0,025625065754691253;0,022619030893943445;0,019335288067241614;0,016041834423675884;0,012781499101272112;0,009737704474467186;0,007078535783911604;0,0048747294814932216;0,0031689009194116975;0,001959046588602476;0,0011339456125275488;0,0006516533187113641;0,00033695311868971954;0,00015575123793402397;7,504628884311465e-05;3,295536056127247e-05;1,3187902047259707e-05;4,83959219044635e-06;1,6041933941599977e-06;4,904811972838809e-07;1,3434919751688913e-07;3,092164069833163e-08;5,686738519233403e-09;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id80;1;female;145;retired;married;86;0;0;0,02569133219013428;0,025109167657016804;0,024123452910618553;0,02281270085423515;0,02087091710536585;0,01860653453949829;0,016151959629701382;0,013403025224916305;0,01069413277674238;0,008275688883904009;0,00607433246894196;0,00430146751092081;0,003008150726780215;0,0019815129566713888;0,0012249754830206338;0,0007086619491425706;0,00038214808568918086;0,00019065672852463245;8,988653498480212e-05;3,841408326462551e-05;1,591228031512748e-05;5,669914772600912e-06;1,7286479627631042e-06;4,454301219839139e-07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id81;1;female;145;retired;married;86;0;0;0,029260642781061504;0,028572283198947855;0,0275125729523657;0,02567483585895582;0,0233860984331644;0,02076653085685697;0,017618240629322983;0,014424910081896941;0,011419152944525108;0,00865204234132869;0,006262240077293268;0,004390218871952252;0,003012448544682819;0,0019409325532779894;0,0011705067991043636;0,000658284675656342;0,000342783227287342;0,00016788361717939057;7,574520865526223e-05;3,221821228890062e-05;1,2508580012629767e-05;4,152614394208447e-06;1,3757486597354114e-06;3,3694458900375566e-07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id82;1;female;142;retired;married;83;0;0;0,0345983528550069;0,035170320598633335;0,03486807978859014;0,033993308155582665;0,03255669746356529;0,029982799822179378;0,026756417463585022;0,02322470137873191;0,019318452722156595;0,015490475984005127;0,01202747840240728;0,008929498881969538;0,006338855919860235;0,004252431700915636;0,0027133068520812363;0,0016676319513363928;0,0009659033394230132;0,0005137018706775309;0,0002608478649270491;0,00011903668382728286;4,8490701523346045e-05;2,066223650437186e-05;7,926683889369397e-06;2,816693509539678e-06;8,750942818772444e-07;2,3809619169037062e-07;4,772298395536839e-08;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id83;1;female;152;retired;married;93;0;0;0,03363926536266325;0,028067900631813705;0,022792734734072777;0,01785972703536704;0,013381323419103773;0,009867855202285565;0,006930879766086044;0,004573195824280043;0,002854408504033204;0,0016912335876511436;0,0009420115173952145;0,0004940331162276903;0,00023940758889822307;0,00010983570087399188;4,46580669549418e-05;1,636971262507911e-05;4,4662401006470805e-06;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id84;1;male;127;retired;married;68;0;0;0,015614668562637992;0,017023310077945192;0,01854056615768725;0,020204443304932155;0,021991953843052345;0,023601703234220044;0,025521860402905064;0,02748893151471969;0,029578290751537638;0,03127823363124881;0,0327717854570937;0,034001236697404104;0,034256812637593614;0,033800402762049896;0,03279587833718304;0,03087141504033652;0,028367225320575985;0,025503930559406713;0,022221650944342364;0,018678341154466465;0,015068824401129893;0,011606452576183271;0,008462939447586658;0,0059290503005271595;0,003886036993351117;0,002479466207243623;0,0014449946562114428;0,0007669756582796027;0,0004285426423254324;0,0002226690624921128;0,0001097716957980183;4,948965034321667e-05;2,04147463069815e-05;7,651451303347796e-06;2,68414488996733e-06;8,254314799739178e-07;2,5103113806439747e-07;6,553467763628075e-08;1,666135872108833e-08;3,887650368253943e-09;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id85;1;male;131;retired;married;72;0;0;0,017407109119243952;0,0188461111822274;0,020397190565926145;0,022025392073050657;0,023426508578086924;0,025069344609903312;0,026674559327141953;0,028280373581901476;0,029398896847625124;0,030200345944440196;0,030628057203433246;0,030080119382044163;0,028854862052735054;0,02714113804503561;0,024688328907915287;0,021840938880726732;0,018820681854138644;0,01562790980508561;0,01244366414777614;0,009460248515651755;0,006834998832777163;0,004664086726678169;0,0030447753555520574;0,0018594566091962915;0,0010949062539121136;0,0005912068538898211;0,0002966866162247944;0,00015531298764966906;7,41487152293144e-05;3,229876197351953e-05;1,2851403285177494e-05;4,671924059894668e-06;1,5485197681066463e-06;4,745656003451112e-07;1,2958947655374976e-07;3,336556637705741e-08;7,149764223655157e-09;1,191627370609193e-09;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id86;1;male;140;retired;married;81;0;0;0,01881038635610435;0,01948424795941997;0,020013674431944996;0,020110202294099096;0,020175969401804054;0,019975432906283962;0,01954953315600419;0,018576414188050942;0,017259317748908636;0,015658708517793822;0,013589421738570893;0,0113755531861572;0,009240620630749518;0,0071622269567120644;0,0053511792522213395;0,003834413516520338;0,0026375817238900026;0,0017702429500255914;0,00111264519417596;0,0006523013537611775;0,00035424304184542867;0,00018108207100903603;8,48728045354706e-05;3,811235982083344e-05;1,5194161464252313e-05;5,49607680877262e-06;1,982685603164684e-06;6,243350409965389e-07;1,4543712023214097e-07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id87;1;male;126;retired;married;67;0;0;0,022284417173170437;0,024410680645976676;0,02639200868584579;0,028785425686527342;0,03131355131504248;0,034073801865502004;0,03650653822832892;0,038838159289254;0,04102891173728826;0,04222316578699977;0,04269718542636414;0,042631362116456274;0,041432376254904084;0,03945353471870382;0,03691646324637782;0,03359303208805719;0,029626852929654796;0,02523255524487862;0,02064698285927595;0,01611363908873807;0,012175821358994586;0,008662700892498185;0,006024344280671433;0,0038496321308904833;0,0022432208082322756;0,001388563781789451;0,0007990703841122564;0,0004262207253642893;0,00021171496768693931;9,715029739303269e-05;4,131100169154191e-05;1,7105010306052998e-05;6,2207552997975115e-06;2,2300793520712157e-06;6,950143246049211e-07;2,0769209366324022e-07;5,9464915085145584e-08;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id88;1;male;139;retired;married;80;0;0;0,024271765535655295;0,025085713206590796;0,025961678289175675;0,026599175973477714;0,027038904151510654;0,02680654174609799;0,026134018267871047;0,02502955353330725;0,023050743831358238;0,020570304589824916;0,01785512511226273;0,014852005401684616;0,011909061056698691;0,009246712289557346;0,006864989010079647;0,004873305523805684;0,0032692648578350253;0,00208598735121887;0,0012820736269868848;0,0007425854348139712;0,00039493343840150307;0,00020053955431281306;9,151527281342579e-05;3,7279598491354484e-05;1,5885104909145032e-05;6,094025936525333e-06;2,1654709008135952e-06;6,727715303264337e-07;1,8304809272070728e-07;3,66893780616668e-08;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id89;1;male;150;retired;married;91;0;0;0,023493362767097313;0,020811514748979014;0,0180159272031641;0,015232837602343015;0,012424589474969988;0,009774132242261493;0,007493135785594114;0,005600339308471283;0,003964623027111764;0,002671819834705918;0,0016911682786362964;0,0010121291238358672;0,0005745634829471103;0,0003080664372602288;0,00015303586436317277;7,222220553715355e-05;3,0409823365737308e-05;1,1354989217697204e-05;3,2373033118389444e-06;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id90;1;male;126;retired;married;67;0;0;0,032331187910852356;0,035325840734534916;0,03863815301361849;0,04164379515280155;0,044608085060366315;0,047501636432259735;0,049324759531550695;0,050401910908202584;0,05094108855324261;0,05024654211808855;0,04867158727435349;0,04645010270305641;0,043241711509984675;0,03912292568543906;0,0342722416981163;0,02892852004788205;0,023363444962307356;0,018336744285782355;0,013611421703140097;0,009932615289674615;0,006700198342495605;0,004143117573315837;0,0027340427185344714;0,0016811948739318219;0,0009623717126134519;0,0005130395558490354;0,0002550960875920723;0,00011707681864445128;5,12726036727158e-05;1,990250737590221e-05;7,765241610660608e-06;2,7389030487213775e-06;9,273895625134885e-07;3,012918761242266e-07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
id91;1;male;129;retired;married;70;0;0;0,03679896530682584;0,04012124329080079;0,04308259811411331;0,04595547024014927;0,04869758436385278;0,050277958637757775;0,05105183935555853;0,05121980104216015;0,05007189311416857;0,04798674788658872;0,0452382468052614;0,041532727543190956;0,03696690183075362;0,03180404705978284;0,026332141812508477;0,020806297018846526;0,01594043376437084;0,01152680951715668;0,008162338593944817;0,0053202947693839955;0,0031674854343514;0,0020056487921342857;0,0011800354621923888;0,0006458808800228483;0,00032819474181040035;0,00015545852172431536;6,756614077595395e-05;2,804530974905925e-05;1,0624687399909182e-05;3,969663424141892e-06;1,2896709096012032e-06;4,0193177671754457e-07;1,201098297703514e-07;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
